Phone,Account.Length,Day.Mins,Day.Calls,Day.Charge,Eve.Mins,Eve.Calls,Eve.Charge,Night.Mins,Night.Calls,Night.Charge,Intl.Mins,Intl.Calls,Intl.Charge,CustServ.Calls,Churn.
391-1499,72,287.4,116,48.86,235.3,126,20,292.1,114,13.14,5,3,1.35,4,True.
386-8690,125,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,False.
340-4028,124,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,False.
363-3486,68,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,False.
418-3181,97,209.2,134,35.56,0,0,0,175.4,94,7.89,11.8,6,3.19,1,False.
369-3626,24,149,73,25.33,131,81,11.14,238.6,69,10.74,8.6,3,2.32,2,True.
353-2763,136,204.5,63,34.77,208.8,95,17.75,224,119,10.08,9.8,2,2.65,0,False.
358-7165,44,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,True.
353-3223,96,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,False.
338-9044,31,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7,5,1.89,1,False.
341-7296,72,166.5,102,28.31,261,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False.
398-4431,24,156.2,104,26.55,90,101,7.65,205.1,116,9.23,7.3,5,1.97,1,False.
408-5601,112,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,False.
329-4474,137,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,False.
341-7112,95,157.9,103,26.84,259.6,90,22.07,230,117,10.35,14,2,3.78,0,False.
400-3147,82,146.5,73,24.91,246.4,65,20.94,199,114,8.96,4.1,4,1.11,1,False.
378-1936,145,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9,13,2.43,1,True.
347-1640,56,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False.
374-9531,155,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10,5,2.7,2,False.
380-4374,133,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,True.
387-1116,123,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,True.
400-7509,136,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False.
403-6225,57,161,113,27.37,208,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False.
382-8274,62,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,False.
354-5764,112,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False.
387-6912,55,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False.
384-3413,95,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True.
367-3950,125,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,False.
396-4254,1,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10,3,2.7,5,True.
333-3010,98,168,81,28.56,163.2,125,13.87,172.7,120,7.77,8,2,2.16,6,True.
336-9053,113,183.8,102,31.25,183.4,123,15.59,235,52,10.58,11.6,7,3.13,0,False.
386-8943,103,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False.
376-9716,177,227.8,81,38.73,161.8,97,13.75,217,106,9.76,8,5,2.16,1,False.
370-8676,149,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False.
360-2329,160,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True.
329-8638,90,124.5,94,21.17,231.7,90,19.69,222.2,108,10,6.4,12,1.73,1,False.
408-8269,147,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True.
382-3512,80,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False.
420-4089,122,146.3,117,24.87,218.7,93,18.59,236,97,10.62,11.5,5,3.11,1,False.
406-8465,132,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False.
413-9328,99,135.7,107,23.07,208.4,103,17.71,209,95,9.4,8.8,3,2.38,7,True.
414-5177,46,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False.
350-5993,87,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False.
385-2370,73,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False.
406-8995,131,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True.
344-3145,105,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12,5,3.24,3,False.
341-9890,108,115.1,114,19.57,211.3,70,17.96,136.1,85,6.12,13.8,3,3.73,2,True.
375-3341,101,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,False.
418-3096,182,128.1,104,21.78,143.4,127,12.19,191,98,8.59,11.6,3,3.13,1,False.
378-3879,161,196.6,73,33.42,170.2,79,14.47,194.3,79,8.74,12.5,3,3.38,1,False.
344-1362,128,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,True.
419-3937,69,194.9,63,33.13,191.6,90,16.29,153,129,6.89,13.2,2,3.56,2,False.
348-4961,113,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,False.
329-1410,87,262.8,114,44.68,215.8,130,18.34,154.8,88,6.97,7.8,2,2.11,0,False.
407-8575,76,204,69,34.68,225.1,110,19.13,240.3,85,10.81,9.6,5,2.59,1,False.
387-2799,87,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3,False.
373-9108,117,119,82,20.23,187.5,108,15.94,189.3,97,8.52,11.5,3,3.11,1,False.
345-3947,177,266.1,91,45.24,225.2,79,19.14,224.7,58,10.11,8.9,8,2.4,3,True.
343-4516,76,171.1,78,29.09,257.2,83,21.86,91.6,92,4.12,16.2,3,4.37,1,False.
408-6305,66,170.5,103,28.99,254.3,77,21.62,197.3,138,8.88,10.5,2,2.84,2,False.
401-3077,204,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3,False.
401-6977,32,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13,2,3.51,0,False.
385-1464,133,239.9,107,40.78,253.8,77,21.57,128.7,85,5.79,6.7,3,1.81,5,False.
420-7066,103,153.5,78,26.1,241.9,108,20.56,244.7,110,11.01,10.6,3,2.86,1,False.
394-8256,91,109.8,100,18.67,189.6,104,16.12,206.7,85,9.3,11.1,3,3,1,False.
362-5044,131,196.1,89,33.34,185.5,87,15.77,250,132,11.25,5.2,6,1.4,2,False.
350-2075,153,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,False.
377-9520,148,203,92,34.51,150.9,125,12.83,245.5,131,11.05,14.6,9,3.94,1,False.
391-6773,141,242.8,90,41.28,234.1,80,19.9,211.5,104,9.52,6,3,1.62,5,False.
403-4442,105,156.5,102,26.61,140.2,134,11.92,227.4,111,10.23,12.2,2,3.29,2,False.
379-5885,169,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3,True.
342-4004,57,85.9,92,14.6,193.9,127,16.48,231.5,93,10.42,10.1,2,2.73,0,False.
382-7659,123,146.6,87,24.92,114.8,59,9.76,220.4,99,9.92,2.9,7,0.78,0,False.
342-1004,103,110.5,101,18.79,208.3,81,17.71,87.4,77,3.93,13.9,2,3.75,4,True.
398-5851,101,118.6,89,20.16,199.6,97,16.97,53.3,61,2.4,11.5,5,3.11,1,False.
396-4869,123,197.6,105,33.59,80,86,6.8,120.8,82,5.44,15.6,12,4.21,2,False.
422-8333,78,210.3,116,35.75,192.2,83,16.34,246.1,92,11.07,10.8,4,2.92,6,False.
367-9127,101,220.3,96,37.45,285.8,72,24.29,203,111,9.14,9.4,6,2.54,4,False.
420-3028,129,150,98,25.5,232.4,101,19.75,261.2,123,11.75,12.5,6,3.38,1,False.
357-6348,67,161.7,114,27.49,207.6,115,17.65,205.7,114,9.26,9.2,4,2.48,0,False.
349-8391,64,146.7,83,24.94,148.3,91,12.61,238.6,69,10.74,12.5,3,3.38,3,False.
421-1484,173,109.4,103,18.6,101.3,111,8.61,167.3,106,7.53,7.8,7,2.11,1,False.
414-2663,135,144.1,115,24.5,249.8,68,21.23,211.4,82,9.51,13.6,3,3.67,1,False.
327-6989,75,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,False.
405-5513,88,85.7,112,14.57,221.6,70,18.84,190.6,75,8.58,11.6,3,3.13,4,True.
345-9168,112,214.8,112,36.52,209.7,104,17.82,164.4,97,7.4,9.4,5,2.54,3,False.
345-8397,70,152.8,145,25.98,183.6,102,15.61,151.8,75,6.83,10.5,2,2.84,1,False.
344-6404,90,145.6,103,24.75,197.1,137,16.75,294.5,83,13.25,10.5,4,2.84,0,False.
417-9455,39,93.3,83,15.86,199.6,114,16.97,206.2,104,9.28,6.5,4,1.76,0,False.
343-1009,142,216.8,134,36.86,187.8,106,15.96,138.1,108,6.21,8.3,2,2.24,0,False.
376-7043,105,146.4,81,24.89,225.1,80,19.13,230.1,117,10.35,8.5,2,2.3,1,False.
348-5728,57,272.7,74,46.36,224.9,85,19.12,178.2,104,8.02,10.5,3,2.84,2,True.
357-5784,110,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4,1,False.
345-4589,101,158.4,92,26.93,188,117,15.98,219.7,125,9.89,13.5,4,3.65,4,True.
404-6337,115,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,False.
412-1470,103,129.3,103,21.98,202.8,89,17.24,233,126,10.49,12.9,2,3.48,2,False.
372-9852,149,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,False.
402-1668,119,94.2,108,16.01,264.1,100,22.45,203.7,79,9.17,7.3,3,1.97,1,False.
339-5659,112,189.4,83,32.2,219,89,18.62,168,116,7.56,7.1,8,1.92,3,False.
343-5679,90,222,93,37.74,187,103,15.9,282.3,124,12.7,12.4,6,3.35,2,False.
347-4626,114,222.8,98,37.88,180.5,105,15.34,151.3,101,6.81,13,4,3.51,0,False.
344-8498,63,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,False.
349-3005,130,271.8,129,46.21,237.2,128,20.16,210.1,91,9.45,8.7,2,2.35,4,True.
371-3498,122,195.4,83,33.22,268.2,93,22.8,168,95,7.56,8.4,6,2.27,3,False.
367-4853,166,199.6,93,33.93,214.3,99,18.22,196.8,110,8.86,7.2,5,1.94,3,False.
422-3454,62,100,98,17,173.5,95,14.75,218,122,9.81,10.1,4,2.73,0,False.
403-8915,78,160.6,85,27.3,223.1,79,18.96,124,92,5.58,9.5,1,2.57,2,False.
371-2418,148,158.7,91,26.98,160.5,127,13.64,218.3,88,9.82,9.9,3,2.67,1,False.
411-2977,154,154.5,122,26.27,214.2,71,18.21,178,105,8.01,12,2,3.24,3,True.
389-8163,110,192.3,114,32.69,129.3,114,10.99,136.3,102,6.13,6.3,12,1.7,1,False.
417-4456,75,305.1,106,51.87,188,115,15.98,235.4,116,10.59,8.5,5,2.3,0,True.
351-1894,84,193,106,32.81,153.6,106,13.06,260.4,87,11.72,7.4,5,2,2,False.
386-6408,113,72.5,88,12.33,204,112,17.34,117.9,118,5.31,6.6,3,1.78,1,False.
370-9592,181,105.2,61,17.88,341.3,79,29.01,165.7,97,7.46,6.3,3,1.7,2,False.
397-9251,51,180.5,88,30.69,134.7,102,11.45,170.7,97,7.68,10,3,2.7,2,False.
395-6913,102,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,False.
332-3804,107,86.8,95,14.76,108.1,85,9.19,204.3,87,9.19,13.2,3,3.56,1,False.
415-8200,82,135.4,102,23.02,237.1,122,20.15,118.3,91,5.32,17.5,4,4.73,0,False.
347-3895,130,203.9,63,34.66,191.8,93,16.3,132.5,125,5.96,12.1,4,3.27,3,False.
342-5854,174,235.5,108,40.04,142.3,143,12.1,316.7,131,14.25,12.5,5,3.38,0,False.
379-7192,129,157,113,26.69,256.9,97,21.84,185.5,126,8.35,12.1,2,3.27,2,False.
394-5753,190,111.9,55,19.02,223,124,18.96,243.2,81,10.94,10,7,2.7,3,False.
394-3171,78,163.6,88,27.81,283.4,93,24.09,262.1,108,11.79,8.6,9,2.32,0,False.
394-5202,100,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,False.
348-3777,70,143.4,72,24.38,170,92,14.45,127.9,68,5.76,9.4,4,2.54,3,False.
407-3949,111,78.3,119,13.31,198.2,94,16.85,248.5,94,11.18,12.1,4,3.27,1,False.
363-4779,117,97.1,98,16.51,228,131,19.38,240,111,10.8,10.6,3,2.86,1,False.
340-2239,68,94.1,93,16,147.6,80,12.55,213.5,85,9.61,10.1,2,2.73,0,False.
382-9297,91,133.8,61,22.75,158.8,96,13.5,189.6,92,8.53,10.5,2,2.84,1,False.
371-2155,93,179.5,121,30.52,191.9,131,16.31,165.5,125,7.45,12,4,3.24,0,False.
341-7412,93,173,131,29.41,190.4,108,16.18,290,66,13.05,10.4,2,2.81,0,False.
375-4770,107,134.2,101,22.81,211.9,145,18.01,167.6,138,7.54,8.2,5,2.21,1,False.
406-7643,100,125.2,123,21.28,230.9,101,19.63,192,106,8.64,12.6,9,3.4,3,False.
415-8164,115,195.9,111,33.3,227,108,19.3,313.2,113,14.09,13.2,1,3.56,2,False.
377-3139,57,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,False.
418-7478,119,132,100,22.44,173.3,121,14.73,203.5,108,9.16,11.6,5,3.13,1,False.
385-6952,73,157.6,92,26.79,198.3,87,16.86,364.9,106,16.42,9.1,4,2.46,1,False.
381-8593,98,110.3,71,18.75,182.4,108,15.5,183.8,88,8.27,11,8,2.97,2,False.
365-9371,139,161.5,121,27.46,192.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,False.
364-5126,129,211,99,35.87,155.1,89,13.18,234.8,96,10.57,11.4,5,3.08,1,False.
385-7157,115,139.3,89,23.68,192.3,95,16.35,151,75,6.8,9.3,3,2.51,7,True.
385-4766,108,291.6,99,49.57,221.1,93,18.79,229.2,110,10.31,14,9,3.78,2,True.
390-1760,139,139,110,23.63,132.9,93,11.3,272,120,12.24,12.1,1,3.27,0,False.
365-8831,102,234.8,125,39.92,199.2,99,16.93,163.2,88,7.34,10,1,2.7,4,False.
367-5923,113,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,False.
393-9548,131,177.1,100,30.11,194,85,16.49,253.4,124,11.4,5.2,5,1.4,1,False.
362-2356,83,117.9,101,20.04,160.4,92,13.63,235.3,150,10.59,11.4,10,3.08,0,False.
388-8797,98,169.9,77,28.88,138.3,155,11.76,142.6,105,6.42,8.5,7,2.3,1,False.
400-4713,3,185,120,31.45,203.7,129,17.31,170.5,89,7.67,14.1,3,3.81,3,False.
420-3042,77,204.9,84,34.83,201,102,17.09,219.7,97,9.89,11.3,5,3.05,0,False.
396-4171,75,225.5,119,38.34,182,108,15.47,270.9,106,12.19,9.4,2,2.54,3,False.
389-8417,40,169.7,115,28.85,141.4,123,12.02,253,115,11.39,10.5,3,2.84,4,True.
339-4068,108,239.3,102,40.68,223.4,127,18.99,251.4,104,11.31,10.6,6,2.86,0,False.
341-4873,100,113.3,96,19.26,197.9,89,16.82,284.5,93,12.8,11.7,2,3.16,4,True.
402-1607,115,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,False.
379-3037,108,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,False.
382-1399,107,189.7,76,32.25,156.1,65,13.27,244,91,10.98,8.3,3,2.24,5,False.
394-5489,161,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,True.
327-6087,107,146.9,94,24.97,114.3,111,9.72,114.5,97,5.15,11.4,5,3.08,3,False.
341-8667,120,192.6,123,32.74,206.4,105,17.54,283.2,93,12.74,10.8,3,2.92,1,False.
338-9612,107,96.3,83,16.37,179.6,91,15.27,166.3,121,7.48,10.3,2,2.78,1,False.
364-1134,58,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,False.
354-4333,13,143.1,139,24.33,239.6,88,20.37,221.7,123,9.98,7.1,5,1.92,2,False.
382-2026,104,280.4,127,47.67,179.4,79,15.25,150.6,77,6.78,15.2,6,4.1,5,False.
368-3287,93,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,False.
367-8298,95,184.2,95,31.31,181.6,101,15.44,143.4,113,6.45,12.8,4,3.46,2,False.
391-1783,104,109.1,141,18.55,187.1,140,15.9,216.6,100,9.75,10,4,2.7,3,False.
393-8762,35,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,True.
385-1423,62,186.8,94,31.76,207.6,92,17.65,195,98,8.78,8.8,4,2.38,3,False.
406-7670,143,155.4,112,26.42,290.9,92,24.73,228.4,91,10.28,13.9,5,3.75,1,False.
339-5423,62,245.3,91,41.7,122.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,False.
353-2391,41,207.2,138,35.22,214.1,83,18.2,193,105,8.69,11.9,4,3.21,1,False.
372-4203,34,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2,False.
385-5688,56,221.9,112,37.72,278.2,122,23.65,288.1,85,12.96,7.1,5,1.92,0,True.
337-3932,123,114.8,94,19.52,150,104,12.75,268.6,119,12.09,9.6,4,2.59,2,False.
350-1126,64,113.8,97,19.35,192.3,97,16.35,214.9,89,9.67,10.4,1,2.81,3,False.
349-1726,33,184.4,111,31.35,203.8,110,17.32,237.4,100,10.68,9.3,5,2.51,3,False.
366-7560,123,224,99,38.08,210.7,80,17.91,231.9,75,10.44,2.1,5,0.57,0,False.
333-9643,148,216.2,95,36.75,185.7,105,15.78,300,143,13.5,10,5,2.7,2,False.
329-5400,122,230.1,108,39.12,287.6,76,24.45,177.1,85,7.97,6.9,3,1.86,2,False.
383-6356,52,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11,5,2.97,1,False.
377-7276,91,216.6,101,36.82,173.1,98,14.71,242.1,95,10.89,9.1,3,2.46,1,False.
337-1586,54,247.5,85,42.08,225.4,93,19.16,244.3,132,10.99,10.2,2,2.75,2,True.
415-5476,201,225.9,110,38.4,299.1,86,25.42,251.3,81,11.31,11.2,4,3.02,1,True.
332-2650,78,103.5,115,17.6,117.9,102,10.02,201,94,9.05,12,3,3.24,4,True.
407-3121,100,218.8,125,37.2,148.3,102,12.61,277.8,97,12.5,9.7,6,2.62,1,False.
381-2413,41,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3,False.
378-1144,133,143.8,71,24.45,184,131,15.64,275.5,132,12.4,12.9,4,3.48,3,False.
359-5091,36,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,False.
378-6986,51,276.7,121,47.04,203.7,99,17.31,246.2,88,11.08,8.3,3,2.24,0,False.
386-6580,122,141.4,128,24.04,146.4,70,12.44,123,75,5.54,8.1,4,2.19,0,False.
419-9713,84,153.9,102,26.16,140.7,117,11.96,217.7,101,9.8,12.8,5,3.46,1,False.
382-6153,91,190.5,128,32.39,205.5,103,17.47,130.7,63,5.88,13.8,5,3.73,0,False.
332-1690,110,192.6,102,32.74,178.9,118,15.21,214.6,74,9.66,9.4,4,2.54,1,False.
348-9383,91,151.8,115,25.81,103.6,116,8.81,156.3,86,7.03,12.2,4,3.29,1,False.
420-3857,121,215.6,74,36.65,192.9,98,16.4,144,103,6.48,10.1,4,2.73,5,False.
405-2653,109,180,100,30.6,229,103,19.47,139.4,105,6.27,7.8,8,2.11,3,False.
417-9278,95,157.3,116,26.74,197.5,77,16.79,128.2,111,5.77,8.4,4,2.27,2,False.
370-8786,73,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,False.
415-6333,108,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,False.
391-6558,58,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,False.
345-6961,76,246.8,110,41.96,206.3,63,17.54,208.4,123,9.38,13.2,5,3.56,0,True.
346-5992,103,174.7,151,29.7,148,56,12.58,168.2,109,7.57,15.8,3,4.27,6,True.
402-3908,87,240,83,40.8,134.1,106,11.4,189.1,84,8.51,9.3,2,2.51,0,True.
410-2015,88,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,False.
380-3311,67,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,False.
399-7029,77,211.1,89,35.89,223.5,97,19,148.4,106,6.68,9.7,9,2.62,2,False.
337-3868,124,169.3,108,28.78,178.6,91,15.18,242.3,82,10.9,12.2,3,3.29,1,False.
354-8088,30,247.4,107,42.06,175.9,76,14.95,287.4,90,12.93,11.3,2,3.05,0,False.
416-9723,53,131.2,63,22.3,227.4,125,19.33,178.9,105,8.05,12.8,2,3.46,2,False.
337-4403,152,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,False.
416-1536,100,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,False.
386-3796,59,211.9,120,36.02,202.9,136,17.25,213.5,95,9.61,8.8,5,2.38,1,False.
340-4989,143,160.4,120,27.27,285.9,104,24.3,182.5,85,8.21,6.9,4,1.86,3,False.
340-6221,142,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,False.
345-3787,111,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,True.
362-3107,143,133.4,107,22.68,223.9,117,19.03,180.4,85,8.12,10.2,13,2.75,1,False.
377-5417,79,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,False.
369-8574,68,125.7,92,21.37,275.9,98,23.45,214.5,108,9.65,14.2,6,3.83,3,True.
344-6847,93,168.4,114,28.63,276,127,23.46,196.2,48,8.83,11.4,3,3.08,1,False.
392-6286,93,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12,7,3.24,1,False.
365-9079,149,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,False.
399-3089,23,156.6,84,26.62,161.5,96,13.73,294.6,107,13.26,9.4,6,2.54,1,False.
365-2192,221,180.5,85,30.69,224.1,92,19.05,205.7,103,9.26,2.4,3,0.65,0,False.
357-2429,104,182.1,66,30.96,213.6,65,18.16,193,108,8.69,13.4,9,3.62,2,False.
421-6268,150,139.6,72,23.73,332.8,170,28.29,213.8,105,9.62,8.8,2,2.38,2,False.
401-5915,184,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0,False.
348-6057,88,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,False.
396-5561,110,159.5,145,27.12,202.3,101,17.2,256,96,11.52,16.7,2,4.51,2,False.
370-9622,115,226.4,101,38.49,276.8,60,23.53,213.4,82,9.6,12.3,4,3.32,3,True.
371-9602,33,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,False.
351-2815,100,264.5,117,44.97,194,111,16.49,262.7,111,11.82,7.5,4,2.03,2,True.
369-8703,209,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,False.
372-1115,117,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,False.
337-2986,87,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,False.
404-3238,129,196.6,89,33.42,180.6,95,15.35,245,83,11.03,6.6,5,1.78,1,False.
397-4968,142,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,False.
327-1058,112,166,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,False.
419-9509,75,200.6,96,34.1,164.1,111,13.95,169.6,153,7.63,2.5,5,0.68,1,False.
349-7282,97,141,101,23.97,212,85,18.02,175.2,138,7.88,4.9,2,1.32,3,False.
382-5743,121,245,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0,False.
358-2694,142,140.8,140,23.94,228.6,119,19.43,152.9,88,6.88,10.9,7,2.94,1,False.
378-1884,121,255.1,93,43.37,266.9,97,22.69,197.7,118,8.9,8.8,3,2.38,3,True.
330-1627,87,125,99,21.25,235.3,81,20,215.3,95,9.69,10.2,7,2.75,2,False.
392-5716,34,180.6,65,30.7,280.4,99,23.83,292.4,105,13.16,5,3,1.35,1,False.
359-2740,58,178.1,111,30.28,236.7,109,20.12,264,118,11.88,8.4,2,2.27,0,False.
338-6714,113,122.2,112,20.77,131.7,94,11.19,169.5,106,7.63,10.3,9,2.78,5,True.
347-9968,101,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,False.
343-3399,89,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3,False.
334-6129,77,103.2,117,17.54,236.3,86,20.09,203.5,101,9.16,11.9,2,3.21,0,True.
405-3533,93,146.3,85,24.87,216.6,95,18.41,233,82,10.49,11.5,3,3.11,0,False.
337-9326,160,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,False.
338-6556,55,132,103,22.44,279.6,114,23.77,180,74,8.1,13.5,4,3.65,0,False.
354-3040,88,274.6,105,46.68,161.1,121,13.69,194.4,123,8.75,9.2,4,2.48,2,False.
396-1278,63,185.3,87,31.5,225.3,87,19.15,194.3,93,8.74,11.7,3,3.16,0,False.
354-6810,127,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9,4,2.43,1,False.
403-6237,57,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,False.
411-6823,138,286.2,61,48.65,187.2,60,15.91,146.2,114,6.58,11,4,2.97,2,True.
338-1400,115,268,115,45.56,153.6,106,13.06,232.3,65,10.45,17,1,4.59,3,False.
412-6245,171,137.5,110,23.38,198.1,109,16.84,292.7,131,13.17,13.3,5,3.59,2,False.
377-3417,148,243,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,False.
343-2597,127,134.9,79,22.93,221.5,114,18.83,113.8,118,5.12,15,2,4.05,1,False.
388-8282,61,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,False.
416-8394,131,175.1,73,29.77,171.9,116,14.61,131.1,94,5.9,7.3,6,1.97,1,False.
343-6643,88,142.2,107,24.17,262.4,84,22.3,139.2,99,6.26,10.1,5,2.73,1,False.
330-4364,130,132.4,81,22.51,200.3,110,17.03,202.5,103,9.11,6,1,1.62,2,False.
408-1913,82,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11,6,2.97,3,True.
406-5532,138,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,False.
417-7722,115,200.2,92,34.03,244.9,107,20.82,190.9,96,8.59,8.8,3,2.38,1,False.
344-5766,117,198.4,121,33.73,249.5,104,21.21,162.8,115,7.33,10.5,5,2.84,1,False.
405-1370,60,180.3,67,30.65,208,68,17.68,181.2,101,8.15,12.8,6,3.46,2,False.
368-9073,62,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2,False.
